ref,run,SiO2,TiO2,Al2O3,MgO,CaO,Na2O,K2O,P2O5,MnO,CoO,NiO,Pb,FeO,T_K,fO2,_Fe3Fe2,P_bar
A2019,S6776,56.4,3.53,13.3,2.77,7.49,4.4,0.63,0,,,,,8.647176539,2573.15,11819900,17.13811002,230000
A2019,S6606,57.76,2.47,15.3,1.77,6.39,4.8,1.03,0,,,,,6.52362434,2573.15,11819900,13.42520163,230000
A2019,Z1850,45.06,0.75,18.33,10.2,12.87,2.23,0,0,,,,,8.098292284,2473.15,1121269,1.024901558,180000
A2019,Z1791,50.22,2.37,15.7,8.57,12.34,3.3,0,0,,,,,7.243472543,2473.15,1121269,0.590352433,180000
A2019,Z1626,52.45,2.4,14.47,2.22,6.53,5.17,0.58,0,,,,,13.78509309,2473.15,9.32E-04,0.052631579,150000
A2019,Z1647,53.6,3.1,14.48,2.18,7.45,4.81,0.8,0,,,,,12.58834545,2473.15,9.55E-03,0.136363636,200000
A2019,Z1630,54,2.68,13.8,2.04,6.46,4.2,0.7,0,,,,,14.68490334,2473.15,2.38E-03,0.063829787,170000
A2019,S6654,55.13,2.36,16.75,2.05,7.07,4.32,0.57,0,,,,,6.118709726,2473.15,2823567,3.397932819,200000
A2019,Z1666,55.16,2.75,15.6,2.41,7.58,5.2,0.73,0,,,,,7.495419414,2473.15,1121269,2.269083574,180000
A2019,Z1621,55.7,1.87,16.2,2.44,7.56,5.66,0.48,0,,,,,6.496630033,2473.15,698168.5,1.691865547,170000
A2019,S6977,50.3,1.59,14.04,7.87,10.93,3.03,0,0,,,,,8.161279002,2173.15,2023.937,2.683405587,80000
A2019,S6665,54.67,1.03,15.79,5.55,7.48,5.81,0.1,0,,,,,11.23863007,2173.15,4.44E-06,0.030927835,100000
A2019,S6729,55.23,2.59,14.5,2.42,7.27,4.33,0.52,0,,,,,12.16543463,2173.15,1.45E-06,0.041666667,80000
A2019,Z1468,56.2,2.4,15.1,2.11,7.04,4.8,0.53,0,,,,,6.991525672,2173.15,111411.1,1.445548269,150000
A2019,S6510,56.4,2.77,14.66,2.14,7.21,4.45,0.68,0,,,,,7.828349208,2173.15,6528.844,1.441925424,100000
A2019,Z1794,56.9,3.23,14.8,2.24,7.57,4.9,0.57,0,,,,,8.557195514,2173.15,6528.844,0.820717131,100000
A2019,S6879,58.2,2.22,14.81,2.09,7.19,4.61,0.8,0,,,,,6.865552237,2173.15,618.351,1.606266318,60000
A2019,S6777,58.99,2.76,14.65,2.13,7.02,4.43,0.82,0,,,,,6.640599673,2173.15,2023.937,2.160641174,80000
A2019,S6811,59.06,2.8,14.57,2.56,7.27,4.49,0.82,0,,,,,7.342451671,2173.15,618.351,2.058738049,60000
A2019,S6775,53.98,2.72,13.76,3.45,7.5,4.09,0.72,0,,,,,12.20142704,2023.15,1.01E-08,0,30000
A2019,S6889,57.68,2.39,14.46,2.04,7.08,4.61,0.78,0,,,,,8.359237258,2023.15,252.8789,0.845695852,60000
A2019,S6820,58.19,2.37,14.57,2.05,7.12,4.57,0.77,0,,,,,8.22426572,2023.15,252.8789,0.874943308,60000
A2019,S6973,50.58,1.34,13.89,7.83,10.96,2.91,0,0,,,,,9.46600387,1873.15,223.3682,1.235685109,40000
A2019,S6928,59.1,2.78,15.27,2.21,7.23,3.99,0.79,0,,,,,8.665172744,1673.15,3.472619,1.20067023,40000
B2013,DAFP20-33,36.55,0,11.43,7.3,16.41,0,0,19.94,,,,,8.737157564,1825.15,0.208929613,0.691131498,1
B2013,DAFP15-33,38.35,0,12.02,7.93,17.69,0,0,15.51,,,,,8.764151872,1825.15,0.208929613,0.828282828,1
B2013,DAFP10-33,40.68,0,12.7,8.52,18.97,0,0,10.49,,,,,8.710163257,1825.15,0.208929613,1.022058824,1
B2013,DAFP05-33,43.31,0,13.49,9.06,20.23,0,0,5.31,,,,,8.746155667,1825.15,0.208929613,1.294372294,1
B2013,DAF-33,45.69,0,14.27,9.54,21.47,0,0,0.34,,,,,8.611184129,1825.15,0.208929613,1.590243902,1
B2013,DAFSP08-41,51.1,0,10.1,6.75,15.08,0,0,7.89,,,,,8.836136692,1825.15,0.208929613,0.985815603,1
B2013,DAF-7,45.41,0.01,14.03,9.06,21.36,0,0,0,,,,,8.674170847,1776.15,0.208929613,1.934,1
B2013,DAF-6,45.45,0.03,14.1,9.11,21.35,0,0,0,,,,,8.701165154,1776.15,0.208929613,1.903,1
B2013,DAFS-6,66.8,0.01,7.61,4.82,11.34,0,0,0,,,,,8.692167052,1776.15,0.208929613,1.403,1
B2013,DAFS-7,67.01,0,7.48,4.84,11.22,0,0,0,,,,,8.503206898,1776.15,0.208929613,1.39,1
B2013,DAFT30-5,30.47,28.14,9.42,6.11,14.29,0,0,0,,,,,8.638178437,1775.15,0.208929613,1.6,1
B2013,DAFT20-5,35.12,19.46,10.73,7,16.26,0,0,0,,,,,8.629180334,1775.15,0.208929613,1.665,1
B2013,DAFT10-5,40.96,9.1,12.54,8.08,18.88,0,0,0,,,,,8.413225873,1775.15,0.208929613,1.744,1
B2013,DAF-5,45.49,0.02,14.08,9.11,21.22,0,0,0,,,,,8.773149975,1775.15,0.208929613,1.867,1
B2013,DAFST25-5,48.33,24.61,5.39,3.44,8.3,0,0,0,,,,,8.701165154,1775.15,0.208929613,1.194,1
B2013,DAFSP08-40,50.88,0,10.18,6.79,15.16,0,0,7.72,,,,,8.863131,1775.15,0.208929613,1.153846154,1
B2013,DAFSP08-42,51.44,0,10.28,6.84,15.38,0,0,7.15,,,,,8.75515377,1775.15,0.208929613,1.171206226,1
B2013,DAFST15-5,55.93,14.23,6.22,4.01,9.48,0,0,0,,,,,8.395229668,1775.15,0.208929613,1.27,1
B2013,DAFS-5,66.25,0.01,7.57,4.82,11.41,0,0,0,,,,,8.989104436,1775.15,0.208929613,1.424,1
B2013,DAFP20-28,35.92,0,11.22,7.44,16.63,0,0,20.54,,,,,8.674170847,1774.15,0.208929613,0.824675325,1
B2013,DAFP15-28,38.46,0,12.03,7.96,17.71,0,0,15.61,,,,,8.728159462,1774.15,0.208929613,0.992565056,1
B2013,DAFP10-28,40.81,0,12.68,8.52,18.94,0,0,10.57,,,,,8.773149975,1774.15,0.208929613,1.233183857,1
B2013,DAFP05-28,43.47,0,13.48,9.03,20.22,0,0,5.38,,,,,8.773149975,1774.15,0.208929613,1.55399061,1
B2013,DAF-9,45.53,0.02,14.19,9.12,21.4,0,0,0,,,,,8.89912341,1774.15,0.208929613,1.867,1
B2013,DAF-28,45.78,0,14.25,9.57,21.45,0,0,0.31,,,,,8.75515377,1774.15,0.208929613,1.916666667,1
B2013,DAFSP08-39,50.81,0,10.12,6.75,15.06,0,0,8,,,,,8.79114618,1774.15,0.208929613,1.132,1
B2013,DAFS-9,64.35,0,7.82,5.17,11.85,0,0,0,,,,,9.753943151,1774.15,0.208929613,1.413,1
B2013,DAFT30-10,30.44,28.47,9.39,6.14,14.42,0,0,0,,,,,8.548197411,1724.15,0.208929613,2.127,1
B2013,DAFT20-10,35.05,19.51,10.83,6.99,16.46,0,0,0,,,,,8.521203104,1724.15,0.208929613,2.278,1
B2013,DAFP20-30,36.81,0,11.4,7.41,16.66,0,0,19.33,,,,,8.746155667,1724.15,0.208929613,0.98046875,1
B2013,DAFP15-30,38.43,0,12,7.97,17.8,0,0,15.23,,,,,8.818140487,1724.15,0.208929613,1.181451613,1
B2013,DAFT10-10,40.54,9.62,12.49,8.12,18.84,0,0,0,,,,,8.521203104,1724.15,0.208929613,2.437,1
B2013,DAFP10-30,40.81,0,12.65,8.48,18.96,0,0,10.5,,,,,8.737157564,1724.15,0.208929613,1.474885845,1
B2013,DAFP05-30,43.11,0,13.4,9.08,20.16,0,0,5.45,,,,,8.773149975,1724.15,0.208929613,1.863636364,1
B2013,DAF-30,45.52,0,14.13,9.54,21.33,0,0,0.58,,,,,8.82713859,1724.15,0.208929613,2.31097561,1
B2013,DAF-10,45.58,0.02,14.23,9.08,21.56,0,0,0,,,,,8.629180334,1724.15,0.208929613,2.543,1
B2013,DAFST25-10,46.33,25.56,5.64,3.58,8.67,0,0,0,,,,,8.890125308,1724.15,0.208929613,1.619,1
B2013,DAFST15-10,54.94,14.55,6.38,4.12,9.61,0,0,0,,,,,8.467214488,1724.15,0.208929613,1.732,1
B2013,DAFS-10,65.82,0.01,7.72,4.93,11.57,0,0,0,,,,,8.620182231,1724.15,0.208929613,1.876,1
B2013,DAFT30-13,30.31,28.62,9.39,6.06,14.28,0,0,0,,,,,8.665172744,1673.15,0.208929613,2.548,1
B2013,DAFT20-13,34.96,19.54,10.71,6.96,16.36,0,0,0,,,,,8.530201206,1673.15,0.208929613,2.738,1
B2013,DAFT10-13,40.9,9.18,12.56,8.06,18.89,0,0,0,,,,,8.404227771,1673.15,0.208929613,2.996,1
B2013,DAF-13,45.64,0.02,14.14,9.13,21.45,0,0,0,,,,,8.602186026,1673.15,0.208929613,3.183,1
B2015,DAFA30-53,36.12,0,29.5,7.09,16.87,0,0,0,,,,,8.93511582,1824.15,0.208929613,1.61,1
B2015,DAFM20-72,39.84,0,12.35,19.81,18.51,0,0,0,,,,,8.773149975,1824.15,0.208929613,2.28,1
B2015,DAFA22-53,41.11,0,21.71,8,19.06,0,0,0,,,,,8.566193616,1824.15,0.208929613,1.67,1
B2015,DAFM15-72,42.76,0,13.22,14.77,19.69,0,0,0,,,,,8.800144282,1824.15,0.208929613,1.91,1
B2015,DAF-53,45.58,0,13.99,8.98,21.2,0,0,0,,,,,9.151070281,1824.15,0.208929613,1.72,1
B2015,DAF-72,45.94,0,14.32,9.28,21.15,0,0,0,,,,,8.395229668,1824.15,0.208929613,1.69,1
B2015,DAFSA23-53,54.04,0,22.41,3.95,9.34,0,0,0,,,,,8.737157564,1824.15,0.208929613,0.82,1
B2015,DAFSM21-72,54.25,0,6.27,20.73,9.22,0,0,0,,,,,9.079085461,1824.15,0.208929613,1.23,1
B2015,DAFSA15-53,60.16,0,14.85,4.39,10.33,0,0,0,,,,,8.719161359,1824.15,0.208929613,1,1
B2015,DAFSM13-72,60.55,0,6.9,12.85,10.13,0,0,0,,,,,8.998102538,1824.15,0.208929613,1.16,1
B2015,DAFS-53,65.93,0,7.57,4.86,11.46,0,0,0,,,,,9.043093051,1824.15,0.208929613,1.21,1
B2015,DAFS-72,66.77,0,7.68,4.97,11.35,0,0,0,,,,,8.782148077,1824.15,0.208929613,1.2,1
B2015,DAF20-59,40.69,0,12.83,8.16,19.06,0,0,0,,,,,16.97042139,1823.15,0.208929613,2.01,1
B2015,DAF20-84,40.93,0,13.15,8.35,19.09,0,0,0,,,,,17.42032651,1823.15,0.002570396,0.63,1
B2015,DAFOL40-59,44.42,0,10.18,20.5,15.45,0,0,0,,,,,8.629180334,1823.15,0.208929613,1.84,1
B2015,DAFOL20-59,45.14,0,12.2,14.84,18.47,0,0,0,,,,,8.395229668,1823.15,0.208929613,1.76,1
B2015,DAF-59,45.51,0,14.04,9.08,21.27,0,0,0,,,,,9.169066486,1823.15,0.208929613,1.79,1
B2015,DAF-84,46,0,14.39,9.23,21.36,0,0,0,,,,,8.584189821,1823.15,0.002570396,0.5,1
B2015,DAF5-59,47.97,0,14.93,9.51,22.47,0,0,0,,,,,4.400072141,1823.15,0.208929613,1.64,1
B2015,DAF5-84,48.09,0,15.29,9.74,22.49,0,0,0,,,,,4.157123373,1823.15,0.002570396,0.48,1
B2015,DAFOL20-84,50,0,12.62,15.1,18.59,0,0,0,,,,,7.891335926,1823.15,0.002570396,0.54,1
B2015,DAFA30-51,36.11,0,29.15,7,16.79,0,0,0,,,,,9.025096846,1774.15,0.208929613,1.87,1
B2015,DAFM20-71,40.02,0,12.51,19.72,18.54,0,0,0,,,,,8.75515377,1774.15,0.208929613,2.78,1
B2015,DAF20-57,40.53,0,12.75,8.12,18.99,0,0,0,,,,,17.04240621,1774.15,0.208929613,2.34,1
B2015,DAFA22-51,41.11,0,21.77,8.07,19.04,0,0,0,,,,,8.773149975,1774.15,0.208929613,1.89,1
B2015,DAFM15-71,42.82,0,13.33,14.71,19.82,0,0,0,,,,,8.75515377,1774.15,0.208929613,2.27,1
B2015,DAFOL40-57,44.46,0,10.2,20.31,15.33,0,0,0,,,,,8.620182231,1774.15,0.208929613,2.18,1
B2015,DAFOL20-57,44.89,0,12.11,14.93,18.38,0,0,0,,,,,8.82713859,1774.15,0.208929613,2.11,1
B2015,DAF-57,45.55,0,13.97,9,21.22,0,0,0,,,,,9.232053204,1774.15,0.208929613,2.02,1
B2015,DAF-51,45.61,0,13.98,8.92,21.17,0,0,0,,,,,8.782148077,1774.15,0.208929613,2.02,1
B2015,DAF-71,46.08,0,14.33,9.32,21.32,0,0,0,,,,,8.422223976,1774.15,0.208929613,2.02,1
B2015,DAF5-57,48.13,0,15.1,9.72,22.67,0,0,0,,,,,4.022151835,1774.15,0.208929613,1.66,1
B2015,DAFSA23-51,54.18,0,22.2,3.89,9.3,0,0,0,,,,,8.764151872,1774.15,0.208929613,0.94,1
B2015,DAFSM21-71,54.54,0,6.26,20.7,9.18,0,0,0,,,,,9.052091153,1774.15,0.208929613,1.47,1
B2015,DAFSA15-51,59.96,0,14.9,4.28,10.2,0,0,0,,,,,8.656174642,1774.15,0.208929613,1.23,1
B2015,DAFSM13-71,60.61,0,6.92,12.89,10.18,0,0,0,,,,,9.115077871,1774.15,0.208929613,1.39,1
B2015,DAFS-51,66,0,7.55,4.8,11.32,0,0,0,,,,,8.800144282,1774.15,0.208929613,1.53,1
B2015,DAFS-71,66.56,0,7.66,5.01,11.31,0,0,0,,,,,8.719161359,1774.15,0.208929613,1.47,1
B2015,DAF20-83,41.12,0,13.15,8.33,19.17,0,0,0,,,,,16.96142328,1771.15,0.001778279,0.63,1
B2015,DAFOL40-83,44.72,0,10.42,21.02,15.42,0,0,0,,,,,8.350239155,1771.15,0.001778279,0.63,1
B2015,DAFOL20-83,45.35,0,12.56,14.97,18.65,0,0,0,,,,,7.972318849,1771.15,0.001778279,0.55,1
B2015,DAF-83,45.97,0,14.37,9.26,21.42,0,0,0,,,,,8.449218283,1771.15,0.001778279,0.53,1
B2015,DAF5-83,48.23,0,15.37,9.81,22.59,0,0,0,,,,,4.094136655,1771.15,0.001778279,0.46,1
B2015,DAFA30-52b,37.03,0,28.52,6.68,17.24,0,0,0,,,,,8.926117718,1723.15,0.208929613,2.25,1
B2015,DAF20-56,40.14,0,12.57,8.09,18.86,0,0,0,,,,,18.19416333,1723.15,0.208929613,2.91,1
B2015,DAF20-85,40.77,0,13.09,8.28,18.96,0,0,0,,,,,17.69926769,1723.15,0.001258925,0.73,1
B2015,DAFA22-52,40.96,0,21.77,8.11,19.03,0,0,0,,,,,8.764151872,1723.15,0.208929613,2.28,1
B2015,DAFOL40-63,44.25,0,10.24,20.64,15.51,0,0,0,,,,,8.611184129,1723.15,0.208929613,2.61,1
B2015,DAFOL20-63,44.83,0,12.16,15.1,18.52,0,0,0,,,,,8.584189821,1723.15,0.208929613,2.55,1
B2015,DAF-56,45.54,0,14.04,9.01,21.28,0,0,0,,,,,8.980106333,1723.15,0.208929613,2.44,1
B2015,DAF-85,45.71,0,15,9.1,21.02,0,0,0,,,,,8.773149975,1723.15,0.001258925,0.61,1
B2015,DAF-52,45.73,0,14.01,9.1,21.36,0,0,0,,,,,8.881127205,1723.15,0.208929613,2.41,1
B2015,DAF5-56,48.05,0,15.02,9.47,22.52,0,0,0,,,,,4.256102501,1723.15,0.208929613,2.11,1
B2015,DAF5-85,48.15,0,15.4,9.82,22.53,0,0,0,,,,,4.14812527,1723.15,0.001258925,0.61,1
B2015,DAFSA23-52,54.03,0,22.19,3.9,9.32,0,0,0,,,,,8.89912341,1723.15,0.208929613,1.13,1
B2015,DAFSA15-52,60.02,0,14.83,4.33,10.32,0,0,0,,,,,8.809142385,1723.15,0.208929613,1.49,1
B2015,DAFS-52c,64.35,0,7.91,5.1,11.88,0,0,0,,,,,9.304038024,1723.15,0.208929613,1.81,1
B2015,DAF20-58,40.31,0,12.71,8.11,18.94,0,0,0,,,,,17.47431513,1672.15,0.208929613,3.75,1
B2015,DAFT10/DAFP10-70,40.55,4.89,12.74,8.16,18.47,0,0,4.16,,,,,8.323244848,1672.15,0.208929613,2.33,1
B2015,DA/DAFT10-70,44.98,5.25,14.06,9.01,20.42,0,0,0.05,,,,,4.64302091,1672.15,0.208929613,2.78,1
B2015,DAF-70,45.35,0,14.09,9.16,20.81,0,0,0.03,,,,,8.82713859,1672.15,0.208929613,2.83,1
B2015,DAF-58,45.62,0,14,8.84,21.25,0,0,0,,,,,9.070087358,1672.15,0.208929613,3.03,1
B2015,DA/DAFP10-70,45.68,0,14.32,9.14,20.78,0,0,4.25,,,,,4.517047474,1672.15,0.208929613,2.32,1
B2015,DA/DAFA22-70,45.94,0,18.42,9.3,21.17,0,0,0.05,,,,,4.130129065,1672.15,0.208929613,2.78,1
B2015,DAF5-58,48.05,0,15.05,9.57,22.68,0,0,0,,,,,4.139127168,1672.15,0.208929613,2.64,1
B2015,DA/DAFSA23-70,52.83,0,18.25,7.22,16.38,0,0,0.05,,,,,4.400072141,1672.15,0.208929613,2.14,1
B2017,HAFC16-4,46.17,0,13.17,15.14,16.41,0,0,0,,,,,9.016098743,1826.15,0.208929613,1.521,1
B2017,HAFC11-4,49.43,0,14.16,16.32,10.9,0,0,0,,,,,8.926117718,1826.15,0.208929613,1.199,1
B2017,HAFC5-4,52.52,0,15.08,17.29,5.43,0,0,0,,,,,9.546986793,1826.15,0.208929613,0.99,1
B2017,HAF-4,56.07,0,16.14,18.6,0,0,0,0,,,,,9.079085461,1826.15,0.208929613,0.789,1
B2017,HAFC16S-4,60.39,0,8.96,10.25,11.06,0,0,0,,,,,8.89912341,1826.15,0.208929613,1.12,1
B2017,HAFC11S-4,61.46,0,10.08,11.56,7.72,0,0,0,,,,,8.656174642,1826.15,0.208929613,0.986,1
B2017,HAFC5S-4,63.2,0,10.94,12.65,3.91,0,0,0,,,,,9.052091153,1826.15,0.208929613,0.906,1
B2017,HAFS-4,64.53,0,12.24,14.14,0.01,0,0,0,,,,,8.962110128,1826.15,0.208929613,0.732,1
B2017,HAFSK26-14,53.45,0,10.33,11.97,0.01,0,16.06,0,,,,,7.639389055,1774.15,0.208929613,2.837,1
B2017,HAFSK26-13,55.54,0,10.75,12.26,0.01,0,13.12,0,,,,,7.819351106,1774.15,0.208929613,2.306,1
B2017,HAFSK26-15,56,0,10.88,12.41,0,0,12.41,0,,,,,7.891335926,1774.15,0.208929613,2.112,1
B2017,HAFSK13-14,56.05,0,10.9,12.29,0.02,0,12.1,0,,,,,7.909332131,1774.15,0.208929613,2.153,1
B2017,DAFSK25-14,56.65,0,6.46,4.21,9.51,0,14.52,0,,,,,7.76536249,1774.15,0.208929613,3.41,1
B2017,HAFSK13-13,56.88,0,11.01,12.42,0.02,0,11.15,0,,,,,7.963320746,1774.15,0.208929613,2.012,1
B2017,HAFSK13-15,57.29,0,11.07,12.53,0.01,0,10.75,0,,,,,8.008311259,1774.15,0.208929613,1.941,1
B2017,DAFSK25-13,58.57,0,6.69,4.42,10.01,0,11.3,0,,,,,8.071297977,1774.15,0.208929613,2.892,1
B2017,DAFSK25-15,59.16,0,6.76,4.52,10.28,0,10.14,0,,,,,8.278254335,1774.15,0.208929613,2.683,1
B2017,DAFSK12-14,59.41,0,6.81,4.46,10.13,0,10.49,0,,,,,8.098292284,1774.15,0.208929613,2.784,1
B2017,DAFSK12-13,59.75,0,6.84,4.49,10.31,0,9.21,0,,,,,8.278254335,1774.15,0.208929613,2.507,1
B2017,DAFSK12-15,60.22,0,6.97,4.55,10.35,0,8.61,0,,,,,8.305248643,1774.15,0.208929613,2.41,1
B2017,HAFS-14,61.41,0,11.81,13.46,0.01,0,4.36,0,,,,,8.674170847,1774.15,0.208929613,1.265,1
B2017,HAFS-13,62.51,0,11.81,13.44,0.01,0,3.43,0,,,,,8.521203104,1774.15,0.208929613,1.111,1
B2017,HAFS-15,62.73,0,12.22,13.77,0.01,0,2.64,0,,,,,8.656174642,1774.15,0.208929613,1.071,1
B2017,DAFS-14,64.8,0,7.7,5.05,11.42,0,1.22,0,,,,,9.385020947,1774.15,0.208929613,1.603,1
B2017,DAFS-13,64.91,0,7.52,4.9,11.21,0,1.69,0,,,,,8.962110128,1774.15,0.208929613,1.686,1
B2017,DAFS-15,65.22,0,7.16,4.67,10.66,0,2.8,0,,,,,8.575191719,1774.15,0.208929613,1.725,1
B2017,DAFAN16-93,36.23,0,23.23,7.27,16.84,7.62,0,0,,,,,8.22426572,1773.15,0.208929613,3.32,1
B2017,DAFAN8-93,36.93,0,23.64,7.37,17.08,6.21,0,0,,,,,8.26025813,1773.15,0.208929613,2.904,1
B2017,DAFAN16-94,37.77,0,24.13,7.57,17.44,4.23,0,0,,,,,8.377233463,1773.15,0.208929613,2.48,1
B2017,DAFAN8-94,37.79,0,24.19,7.57,17.53,3.92,0,0,,,,,8.458216386,1773.15,0.208929613,2.41,1
B2017,DAFA-94,38.57,0,24.89,7.72,17.88,1.85,0,0,,,,,8.809142385,1773.15,0.208929613,2.057,1
B2017,DAFA-93,38.71,0,24.91,7.79,17.96,1.32,0,0,,,,,8.845134795,1773.15,0.208929613,2.005,1
B2017,DAFN15-93,42.44,0,13.27,8.57,19.89,7.28,0,0,,,,,7.999313156,1773.15,0.208929613,3.074,1
B2017,DAFN8-93,43.26,0,13.45,8.78,20.26,5.57,0,0,,,,,8.080296079,1773.15,0.208929613,2.732,1
B2017,DAFN15-94,44.21,0,13.8,9.01,20.71,3.88,0,0,,,,,8.044303669,1773.15,0.208929613,2.361,1
B2017,DAFN8-94,44.4,0,13.8,8.97,20.85,3.62,0,0,,,,,8.179275207,1773.15,0.208929613,2.264,1
B2017,DAF-94,44.79,0,13.94,9.13,21.08,2.32,0,0,,,,,8.422223976,1773.15,0.208929613,2.21,1
B2017,DAF-93,45.25,0,14.04,9.25,21.24,1.06,0,0,,,,,8.494208796,1773.15,0.208929613,1.842,1
B2017,HAFC16-3,45.75,0,13.18,15.1,16.43,0,0,0,,,,,9.025096846,1773.15,0.208929613,1.793,1
B2017,HAFC11-3,49.16,0,14.13,16.22,10.87,0,0,0,,,,,8.953112025,1773.15,0.208929613,1.471,1
B2017,HAFC5-3,52.56,0,15.1,17.33,5.39,0,0,0,,,,,9.50199628,1773.15,0.208929613,1.189,1
B2017,HAF-3,56.18,0,16.19,18.61,0.01,0,0,0,,,,,9.088083563,1773.15,0.208929613,0.921,1
B2017,DAFSN15-93,58.98,0,6.84,4.45,10.19,11.47,0,0,,,,,7.855343516,1773.15,0.208929613,2.672,1
B2017,HAFC16S-3,60.08,0,8.96,10.26,11.08,0,0,0,,,,,8.953112025,1773.15,0.208929613,1.307,1
B2017,DAFSN15-94,60.71,0,7.04,4.59,10.53,8.93,0,0,,,,,8.1522809,1773.15,0.208929613,2.377,1
B2017,DAFSN7-93,61.36,0,7.14,4.67,10.83,7.28,0,0,,,,,8.269256233,1773.15,0.208929613,2.194,1
B2017,HAFC11S-3,61.49,0,10.11,11.59,7.73,0,0,0,,,,,8.683168949,1773.15,0.208929613,1.188,1
B2017,DAFSN7-94,62.44,0,7.18,4.68,10.82,6.33,0,0,,,,,8.287252438,1773.15,0.208929613,2.066,1
B2017,HAFC5S-3,63.23,0,10.95,12.59,3.9,0,0,0,,,,,9.025096846,1773.15,0.208929613,1.021,1
B2017,HAFS-3,64.1,0,12.41,14.27,0.01,0,0,0,,,,,9.178064589,1773.15,0.208929613,0.887,1
B2017,DAFS-94,64.95,0,7.5,4.9,11.29,2.34,0,0,,,,,8.692167052,1773.15,0.208929613,1.589,1
B2017,DAFS-93,65.34,0,7.58,4.96,11.36,1.49,0,0,,,,,8.917119615,1773.15,0.208929613,1.504,1
B2017,HAFC16-6,45.84,0,13.12,15.06,16.37,0,0,0,,,,,9.097081666,1723.15,0.208929613,2.187,1
B2017,HAF-6,56.16,0,16.08,18.55,0.01,0,0,0,,,,,8.93511582,1723.15,0.208929613,1.152,1
Bc2005,B5,46.6,2.91,13.6,6.05,10.24,2.51,0.27,,,,,,12.36,1473.14,3.55E-05,0.54,2000
Bc2005,B17,47.06,2.89,13.8,6.05,10.23,2.57,0.26,,,,,,12.65,1473.14,1.12E-04,0.6,2000
Bc2005,B11,47.09,2.92,13.73,6,10.13,2.55,0.3,,,,,,12.49,1473.14,7.41E-08,0.19,2000
Bc2005,B21,47.5,2.93,13.79,6.11,10.33,2.59,0.3,,,,,,12.34,1473.14,3.39E-05,0.49,2000
Bc2005,B16,47.6,2.97,13.96,6.17,10.27,2.5,0.3,,,,,,12.93,1473.14,1.26E-08,0.18,2000
Bc2005,B10,47.8,2.96,14,6.17,10.41,2.62,0.3,,,,,,12.61,1473.14,6.76E-06,0.4,2000
Bc2005,B19,47.95,2.98,14.07,6.21,10.39,2.62,0.29,,,,,,12.91,1473.14,5.37E-06,0.52,2000
Bc2005,B6,48.17,2.98,14.08,6.26,10.5,2.61,0.29,,,,,,12.94,1473.14,2.04E-06,0.39,2000
Bc2005,B9,48.23,3.03,14.13,6.2,10.54,2.59,0.32,,,,,,12.62,1473.14,1.74E-07,0.29,2000
Bc2005,B7,48.54,3.04,14.26,6.28,10.67,2.67,0.28,,,,,,12.91,1473.14,2.24E-07,0.23,2000
Bc2005,B8,48.68,3.08,14.45,6.31,10.76,2.65,0.3,,,,,,12.67,1473.14,8.71E-08,0.16,2000
Bc2005,B22,48.76,3.04,14.29,6.26,10.6,2.71,0.3,,,,,,12.77,1473.14,3.98E-07,0.28,2000
Bc2005,B12,48.85,3.08,14.35,6.3,10.63,2.7,0.29,,,,,,12.02,1473.14,3.98E-09,0.11,2000
Bc2005,B20,48.99,3.07,14.36,6.33,10.69,2.78,0.29,,,,,,12.8,1473.14,4.47E-08,0.25,2000
Bc2005,B13,49.1,3.01,14.39,6.25,10.74,2.71,0.3,,,,,,11.39,1473.14,1.48E-09,0.1,2000
Bc2005,B14,49.72,3.11,14.48,6.34,10.8,2.72,0.31,,,,,,11.33,1473.14,6.03E-10,0.08,2000
Be2018,DAFN15/DAFSK25-36,48.61,0,9.99,6.44,14.8,6.6,5.91,0,,,,,7.486421312,1773.15,0.208929613,3.527777778,1
Be2018,DAFSN15/DAFSK25-36,56.5,0,6.51,4.17,9.39,7.95,7.95,0,,,,,7.270466851,1773.15,0.208929613,3.712871287,1
Be2018,DAFAN8/DAFSK12-46,49,0,15.63,5.93,13.63,3.64,4,0,,,,,8.089294182,1772.15,0.208929613,2.58974359,1
Be2018,DAFN8/HAFSK13-46,50.69,0,12.58,10.62,10.47,3.49,4.31,0,,,,,7.945324541,1772.15,0.208929613,2.616541353,1
Be2018,SAFM15-42,54.97,0,14.15,15,7.62,0,0,0,,,,,8.638178437,1772.15,0.208929613,1.570093458,1
Be2018,SAFM10-42,58.46,0,15.11,9.68,8.08,0,0,0,,,,,8.557195514,1772.15,0.208929613,1.328244275,1
Be2018,SAFM5-42,61.91,0,15.82,4.86,8.49,0,0,0,,,,,8.521203104,1772.15,0.208929613,1.275720165,1
Be2018,SAF-42,64.63,0,16.5,0,9.09,0,0,0,,,,,8.764151872,1772.15,0.208929613,1.169611307,1
Be2018,HRF20-29,51.55,0,10.16,9.56,10.07,0,0,0,,,,,17.28535498,1724.15,0.208929613,1.8,1
Be2018,HRF10-29,57.51,0,11.43,10.7,11.3,0,0,0,,,,,8.620182231,1724.15,0.208929613,1.665198238,1
Be2018,HRF5-29,60.03,0,12.03,11.3,11.86,0,0,0,,,,,4.939958293,1724.15,0.208929613,1.560386473,1
Be2018,DAFAN16/HAFSK26-33,44.15,0,17.36,9.35,9.36,6.42,4.65,0,,,,,7.747366285,1723.15,0.208929613,1.543478261,1
